;review_text;sentiment;price;service;food
8464;however my husband is not a breakfast person so if you go at dinner time breakfast is still available which is something i need to remember;;;;
8465;we went on a friday after a long stressful week where we had our wedding coming up a week later  and it provided comfort food for us typically not what we would normally have but it hit the spot;;;;
8466;i had the fried chicken and waffles so a little dinner and breakfast in one and my husband had the smaller chicken fried steak;;;;
8467;the portions were large;;;;
8468;the service was very good and the food came out hot and quick;;;;
8469;the decor is very cute;;;;
8470;it looks like you are in a cozy cabin;;;;
8471;i will def be going back for my comfort food fix!;;;;
8472;amazing! we moved to a new house and wanted to protect it;;;;
8473;after researching several security companies i spoke with steve from smart security who came out and looked everything over;;;;
8474;he is like a consultant for our security needs because he made sure to tell us what was needed but he also told us what was not needed so we didn't waste our money;;;;
8475;this was invaluable;;;;
8476;then our job was more difficult because of the way the home was designed but steve put in a lot of time including on the weekend to make sure it was done right (this included cameras and glass break detection etc);;;;
8477;stop looking around and call them you will be glad you did;;;;
8478;i've been there twice;;;;
8479;the first time i got a load of pastries to go (which turned out to be yummy!) and the second time i went for breakfast;;;;
8480;both times the service was great and the food was great;;;;
8481;"i don't know what it's called but there's a filo dough ""tube"" filled w/ spinach and cheeses";;;;
8482;get it!  their signage is practically non-existent so they're unfortunately easy to miss;;;;
8483;it's worth a visit;;;;
8484;we have been searching for a good chinese restaurant that won't break the bank;;;;
8485;we found it! chin's is amazing! 3 of us went out to eat and all got a different dish and upgraded to the vegetable rice;;;;
8486;add 3 drinks and 6 cream cheese wontons and our bill was $33;;;;
8487;the food was spectacular!;;;;
8488;a co-worker of mine kept talking about tottie's so last night i finally gave it a try;;;;
8489;i don't know if it is different dining in because i ordered take-out but it was good;;;;
8490;it didn't blow me away but it was good;;;;
8491;very similar to good chinese take-out or maybe a notch up;;;;
8492;i ordered the tottie rolls as a starter;;;;
8493;they are crispy egg rolls that you wrap in a lettuce leaf with mint and parsley;;;;
8494;they come with a sort-of sweet and sour sauce for dipping that was quite nice;;;;
8495;or atleast i think that is how you are supposed to eat them?  i had a big take out container full of lettuce mint and parsley so i figured that was the drill since i didn't order a salad?  they were good;;;;
8496;i ordered the tangerine chicken and the beef pad lard na;;;;
8497;the chicken dish was good tasted like an orange chicken deep fried until crispy then tossed in a sweet tangerine sauce;;;;
8498;it had a few strips of red bell pepper also;;;;
8499;the beef dish i liked a little more it was the wide egg noodles and had chunks of beef onion pea pods and bok choy in a really good brown sauce;;;;
8500;you can order many of the dishes mild to hot so i did a medium hot since i sharing the dishes i didn't want to blow them out of the water with too spicy of a dish;;;;
8501;next time i will definitely go hotter!  the dishes came with 2 containers of sticky white rice which was exactly what it sounds like;;;;
8502;i didn't have any dessert but the crispy bananas sound great and i am interested in trying the ice creams i keep hearing about;;;;
8503;i also really want to try the soups they sound good;;;;
8504;all in all it was good (i keep saying good!)  the prices are reasonable and the portions are big;;;;
8505;i have enough for lunch leftovers today;;;;
8506;so it is worth giving them a try and i will be back;;;;
8507;pvsec was amazing when our family dog was attacked by a deer;;;;
8508;they took excellent care of our dog and provided constant updates and visits to make us feel as comfortable as possible during a traumatic time;;;;
8509;the staff and doctors were wonderful;;;;
8510;i was even able to call in the middle of the night and speak to a staff member about how our dog was doing;;;;
8511;everyone clearly loves animals who worked there and made it as easy as possible on our family;;;;
8512;they even provided help locating another 24 hour emergency clinic when our dog relapsed a few months later while we were on vacation out of state;;;;
8513;would highly recommend this clinic to care for your furry friend;;;;
8514;food is still excellent! service is still meh! prices and portions are still a disappointment!;;;;
8515;pretty good food, about the same as other vietnamese food i've had before;;;;
8516;the place its self is really nice;;;;
8517;stands out in a pretty old and gritty neighborhood;;;;
8518;got a bowl with spring rolls with chicken and beef;;;;
8519;by the end i was full and just for $10;;;;
8520;delicious;;;;
8521;offcourse fruity but its about the experience of a complete flavour;;;;
8522;served with good vibes gracias;;;;
8523;we just recently purchased a house with a pool;;;;
8524;being first time home and pool owners we want to make sure we are doing it correctly;;;;
8525;i've taken my water to be tested here multiple times and each time they act as if it's a great inconvenience for them to spend a minute testing the water;;;;
8526;customer service seems severely lacking and often feels like they just want you to leave when you walk in;;;;
8527;they don't greet you as enter and give half hearted answers to your questions;;;;
8528;if you're looking for good service and knowledge please avoid this place;;;;
8529;i for one will be looking for a new pool supply store;;;;
8530;very slow and incompetent staff;;;;
8531;food is okay nothing special;;;;
8532;i would definitely avoid this place next time i'm in vegas;;;;
8533;good food and nice clean place;;;;
8534;"i ate the ""buffalo soldier"" there and took a ""sweet home alabama"" home";;;;
8535;yum;;;;
8536;i love southview and i don't think i'd ever say i love a dentists' office;;;;
8537;every member of the staff is extremely friendly and courteous;;;;
8538;no matter what time of day i am there everyone is (or pretends to be) in the best mood ever;;;;
8539;very professional very clean and modern even relaxing!;;;;
